(5, 18),0,-0.22222222222222218
(5, 18),1,0.5333333333333334
(5, 19),0,-0.7333333333333334
(5, 19),1,0.48484848484848486
(5, 20),0,-1.0
(5, 20),1,0.8749999999999999
(5, 21),0,-1.0
(5, 21),1,0.8888888888888888
(6, 1),0,-0.30201342281879184
(6, 1),1,0.07180420711974138
(6, 2),0,-0.2649294245385451
(6, 2),1,0.07572337369177073
(6, 3),0,-0.2980132450331124
(6, 3),1,0.07646758550280752
(6, 4),0,-0.24365059946170806
(6, 4),1,0.06349367088607556
(6, 5),0,-0.16447368421052622
(6, 5),1,0.06399351964358042
(6, 6),0,-0.1603418803418804
(6, 6),1,0.06961054891137654
(6, 7),0,-0.039755351681957166
(6, 7),1,0.08037682902385232
(6, 8),0,0.058823529411764705
(6, 8),1,0.07919270566540322
(6, 9),0,-0.011851191802183103
(6, 9),1,0.07612075017550904
(6, 10),0,0.03839982294029768
(6, 10),1,0.053223538863225804
(6, 11),0,0.25925925925925924
(6, 11),1,0.0952380952380952
(6, 12),0,-1.3877787807814457e-17
(6, 12),1,0.10714285714285716
(6, 13),0,0.2758620689655173
(6, 13),1,0.15436241610738247
(6, 14),0,-0.21153846153846165
(6, 14),1,-0.10294117647058827
(6, 15),0,-0.5882352941176471
(6, 15),1,-0.04132231404958682
(6, 16),0,-0.28571428571428564
(6, 16),1,-0.016666666666666677
(6, 17),0,-0.34999999999999987
(6, 17),1,0.125
(6, 18),0,4.163336342344337e-17
(6, 18),1,0.350877192982456
(6, 19),0,-0.36363636363636365
(6, 19),1,0.64
(6, 20),0,-1.0
(6, 20),1,0.6285714285714286
(6, 21),0,-1.0
(6, 21),1,1.0
(7, 1),0,-0.37620578778135055
(7, 1),1,-0.030102410261715076
(7, 2),0,-0.3734177215189871
(7, 2),1,-0.0038537652327882733
(7, 3),0,-0.40483383685800617
(7, 3),1,-0.03414835448261633
(7, 4),0,-0.29903057419835954
(7, 4),1,-0.03138011577130094
(7, 5),0,-0.24008574490889603
(7, 5),1,-0.010162802170695642
(7, 6),0,-0.1826625386996904
(7, 6),1,-0.04073961190693898
(7, 7),0,-0.2324159021406728
(7, 7),1,-0.04106548279689236
(7, 8),0,-0.1522007077104653
(7, 8),1,-0.026462683481496718
(7, 9),0,-0.07629427792915525
(7, 9),1,-0.053345480311772525
(7, 10),0,-0.055092592592592575
(7, 10),1,-0.03846544199736152
(7, 11),0,0.042499999999999996
(7, 11),1,-0.05999999999999998
(7, 12),0,-0.14035087719298248
(7, 12),1,-0.08771929824561395
(7, 13),0,-0.3653846153846154
(7, 13),1,0.07482993197278916
(7, 14),0,-0.20037807183364845
(7, 14),1,-0.08943089430894303
(7, 15),0,-0.05882352941176472
(7, 15),1,-0.16666666666666666
(7, 16),0,-0.3111111111111111
(7, 16),1,-0.08411214953271035
(7, 17),0,-0.08571428571428572
(7, 17),1,0.08333333333333333
(7, 18),0,-0.34285714285714286
(7, 18),1,0.5857142857142857
(7, 19),0,-0.8823529411764706
(7, 19),1,0.4255319148936171
(7, 20),0,-0.8823529411764705
(7, 20),1,0.5277777777777777
(7, 21),0,-1.0
(7, 21),1,0.8999999999999999
(8, 1),0,-0.4155844155844156
(8, 1),1,-0.12419655815882204
(8, 2),0,-0.43022195196108226
(8, 2),1,-0.11453882230328306
(8, 3),0,-0.3523809523809523
(8, 3),1,-0.10156014091595399
(8, 4),0,-0.3289902280130292
(8, 4),1,-0.11744512639134513
(8, 5),0,-0.2852664576802508
(8, 5),1,-0.11040622122173338
(8, 6),0,-0.19417475728155334
(8, 6),1,-0.1325749741468461
(8, 7),0,-0.30107526881720437
(8, 7),1,-0.10100611560465586
(8, 8),0,-0.23390410342281992
(8, 8),1,-0.12196608103991076
(8, 9),0,-0.1305732484076433
(8, 9),1,-0.11164999494796414
(8, 10),0,-0.1390880578356089
(8, 10),1,-0.1352302121055352
(8, 11),0,-0.0869565217391304
(8, 11),1,-0.06593406593406592
(8, 12),0,-0.17647058823529413
(8, 12),1,-0.1443298969072166
(8, 13),0,-0.28571428571428575
(8, 13),1,-0.2582781456953642
(8, 14),0,-0.15909090909090912
(8, 14),1,-0.24999999999999994
(8, 15),0,-0.24137931034482754
(8, 15),1,-0.04687499999999997
(8, 16),0,-0.17857142857142855
(8, 16),1,-0.28155339805825236
(8, 17),0,-0.26923076923076916
(8, 17),1,0.1690140845070423
(8, 18),0,-0.6956521739130436
(8, 18),1,0.4347826086956521
(8, 19),0,-0.619047619047619
(8, 19),1,0.5999999999999999
(8, 20),0,-0.9333333333333332
(8, 20),1,0.8484848484848483
(8, 21),0,5.551115123125783e-17
(8, 21),1,1.0
(9, 1),0,-0.47741935483870956
(9, 1),1,-0.21269907795473597
(9, 2),0,-0.39968152866242035
(9, 2),1,-0.22989091650525056
(9, 3),0,-0.4584717607973422
(9, 3),1,-0.2078904333605881
(9, 4),0,-0.3076131687242801
(9, 4),1,-0.21210268948655248
(9, 5),0,-0.37536037546094525
(9, 5),1,-0.19995946082902571
(9, 6),0,-0.3384615384615385
(9, 6),1,-0.21461928934010213
(9, 7),0,-0.3993710691823899
(9, 7),1,-0.19991844224691585
(9, 8),0,-0.282131661442006
(9, 8),1,-0.20141271442986888
(9, 9),0,-0.36460723671802275
(9, 9),1,-0.1907894736842107
(9, 10),0,-0.18914806347012245
(9, 10),1,-0.17945137157107266
(9, 11),0,-0.15254237288135591
(9, 11),1,-0.13684210526315782
(9, 12),0,-0.3523462510935712
(9, 12),1,-0.12820512820512822
(9, 13),0,-0.26785714285714285
(9, 13),1,-0.17910447761194018
(9, 14),0,-0.27906976744186035
(9, 14),1,-0.14685314685314682
(9, 15),0,-0.5544794188861987
(9, 15),1,-0.3142857142857142
(9, 16),0,-0.29166666666666674
(9, 16),1,-0.2134831460674157
(9, 17),0,-0.29545454545454547
(9, 17),1,0.053333333333333295
(9, 18),0,-0.5652173913043479
(9, 18),1,0.4716981132075472
(9, 19),0,-0.5803571428571427
(9, 19),1,0.5714285714285711
(9, 20),0,-0.3793103448275862
(9, 20),1,0.8999999999999998
(9, 21),0,-0.6
(9, 21),1,0.8999999999999999
(10, 1),0,-0.5887850467289721
(10, 1),1,-0.3085312404443998
(10, 2),0,-0.5506896039490122
(10, 2),1,-0.3131806615776093
(10, 3),0,-0.4691035920352595
(10, 3),1,-0.3048591767254737
(10, 4),0,-0.4894136807817592
(10, 4),1,-0.3030058503126896
(10, 5),0,-0.4685534591194969
(10, 5),1,-0.279569892473118
(10, 6),0,-0.469879518072289
(10, 6),1,-0.3045491143317223
(10, 7),0,-0.3604640712144726
(10, 7),1,-0.29579182760723666
(10, 8),0,-0.347682119205298
(10, 8),1,-0.29314137172565446
(10, 9),0,-0.341102098398068
(10, 9),1,-0.30618588747280123
(10, 10),0,-0.28704217536071036
(10, 10),1,-0.28574317492416546
(10, 11),0,-0.41666666666666663
(10, 11),1,-0.45555555555555555
(10, 12),0,-0.3333333333333333
(10, 12),1,-0.2817679558011048
(10, 13),0,-0.33333333333333326
(10, 13),1,-0.15492957746478872
(10, 14),0,-0.26
(10, 14),1,-0.26666666666666666
(10, 15),0,-0.39622641509433965
(10, 15),1,-0.14018691588785046
(10, 16),0,-0.6458333333333335
(10, 16),1,-0.13684210526315785
(10, 17),0,-0.22727272727272727
(10, 17),1,-0.19736842105263164
(10, 18),0,-0.5641025641025641
(10, 18),1,0.044117647058823484
(10, 19),0,-0.47222222222222204
(10, 19),1,0.29166666666666674
(10, 20),0,-0.8518518518518519
(10, 20),1,0.6060606060606061
(10, 21),0,-0.5
(10, 21),1,1.0
